subj	pred	obj	type	create_time	update_time
comp324	公司注册地址	北京市东城区东直门内大街2号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp324	企业法人营业执照注册号	100000000041837	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp324	公司注册地址邮箱	100007	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp324	公司名称	中国化学工程股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	证券简称	三江购物	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	法人代表	陈念慈	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	总经理	王露	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	代码	601116	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	公司注册地址	浙江省宁波市大榭开发区邻里中心	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	企业法人营业执照注册号	330200000049514	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	公司注册地址邮箱	315812	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp325	公司名称	三江购物俱乐部股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	证券简称	海南橡胶	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	法人代表	刘大卫	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	总经理	李宝友	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	代码	601118	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	公司注册地址	海南省海口市滨海大道103号财富广场4楼	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	企业法人营业执照注册号	460000000173123	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	公司注册地址邮箱	570105	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp326	公司名称	海南天然橡胶产业集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	证券简称	四方股份	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	法人代表	张伟峰	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	总经理	张涛	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	代码	601126	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	公司注册地址	北京市海淀区上地信息产业基地四街9号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	企业法人营业执照注册号	110000001696921	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	公司注册地址邮箱	100085	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp327	公司名称	北京四方继保自动化股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	首次注册登记地点	重庆市工商行政管理局沙坪坝区分局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	证券简称	小康股份	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	法人代表	张兴海	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	总经理	张兴海	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	代码	601127	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	公司注册地址	重庆市沙坪坝区金桥路61-1号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	企业法人营业执照注册号	500106000013462	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	公司注册地址邮箱	400033	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp328	公司名称	重庆小康工业集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	证券简称	博威合金	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	法人代表	谢识才	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	总经理	张明	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	代码	601137	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	公司注册地址	浙江省宁波市鄞州区云龙镇太平桥	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	企业法人营业执照注册号	330200400030287	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	公司注册地址邮箱	315135	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp329	公司名称	宁波博威合金材料股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	首次注册登记地点	江苏省工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	证券简称	常熟银行	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	法人代表	宋建明	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	总经理	庄广强	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	代码	601128	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	公司注册地址	江苏省常熟市新世纪大道58号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	企业法人营业执照注册号	320000000024088	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	公司注册地址邮箱	215500	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp330	公司名称	江苏常熟农村商业银行股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	证券简称	深圳燃气	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	法人代表	李真	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	总经理	王文杰	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	代码	601139	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	公司注册地址	深圳市福田区梅坳一路268号深燃大厦	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	企业法人营业执照注册号	440301501128985	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	公司注册地址邮箱	518049	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp331	公司名称	深圳市燃气集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	证券简称	新城控股	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	法人代表	王振华	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	总经理	王振华	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	代码	601155	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	公司注册地址	江苏省武进国家高新技术产业开发区新雅路18号208室	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	企业法人营业执照注册号	320483000091688	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	公司注册地址邮箱	213161	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp332	公司名称	新城控股集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	证券简称	重庆水务	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	法人代表	王世安	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	总经理	郑如彬	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	代码	601158	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	公司注册地址	中国重庆市渝中区龙家湾1号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	企业法人营业执照注册号	5000001805253	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	公司注册地址邮箱	400015	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp333	公司名称	重庆水务集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	首次注册登记地点	福建省工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	证券简称	兴业银行	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	法人代表	高建平	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	总经理	陶以平	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	代码	601166	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	公司注册地址	福建省福州市湖东路154号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	企业法人营业执照注册号	350000100009440	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	公司注册地址邮箱	350003	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp334	公司名称	兴业银行股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	首次注册登记地点	山东省工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	证券简称	三角轮胎	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	法人代表	丁玉华	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	总经理	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	代码	601163	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	公司注册地址	山东省威海市青岛中路56号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	企业法人营业执照注册号	3700001806625	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	公司注册地址邮箱	264200	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp335	公司名称	三角轮胎股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	证券简称	龙江交通	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	法人代表	孙熠嵩	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	总经理	李吉胜	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	代码	601188	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	公司注册地址	黑龙江省哈尔滨市道里区群力第五大道1688号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	企业法人营业执照注册号	230000100070407	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	公司注册地址邮箱	150070	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp336	公司名称	黑龙江交通发展股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	证券简称	北京银行	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	法人代表	张东宁	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	总经理	张东宁	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	代码	601169	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	公司注册地址	北京市西城区金融大街甲17号首层	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	企业法人营业执照注册号	1506439	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	公司注册地址邮箱	100033	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp337	公司名称	北京银行股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	证券简称	杭齿前进	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	法人代表	冯光	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	总经理	杨水余	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	代码	601177	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	公司注册地址	浙江省杭州市萧山区萧金路45号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	企业法人营业执照注册号	330181000004255	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	公司注册地址邮箱	311203	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp338	公司名称	杭州前进齿轮箱集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	首次注册登记地点	国家工商总局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	证券简称	东兴证券	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	法人代表	魏庆华	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	总经理	魏庆华	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	代码	601198	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	公司注册地址	北京市西城区金融大街5号(新盛大厦)12、15层	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	企业法人营业执照注册号	100000000041652	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	公司注册地址邮箱	100033	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp339	公司名称	东兴证券股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	首次注册登记地点	北京市海淀区复兴路40号东院	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	证券简称	中国铁建	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	法人代表	孟凤朝	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	总经理	庄尚标	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	代码	601186	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	公司注册地址	北京市海淀区复兴路40号东院	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	企业法人营业执照注册号	1000001004130	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	公司注册地址邮箱	100855	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp340	公司名称	中国铁建股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	首次注册登记地点	青海省工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	证券简称	西部矿业	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	法人代表	张永利	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	总经理	李义邦	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	代码	601168	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	公司注册地址	青海省西宁市五四大街52号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	企业法人营业执照注册号	630000400003574	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	公司注册地址邮箱	810001	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp341	公司名称	西部矿业股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	证券简称	江南水务	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	法人代表	龚国贤	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	总经理	华锋	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	代码	601199	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	公司注册地址	江苏省江阴市滨江扬子江路66号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	企业法人营业执照注册号	320000000018971	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	公司注册地址邮箱	214432	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp342	公司名称	江苏江南水务股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	证券简称	上海环境	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	法人代表	颜晓斐	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	总经理	王家樑	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	代码	601200	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	公司注册地址	中国(上海)自由贸易试验区浦东南路1525号5、6楼	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	企业法人营业执照注册号	3100001007235	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	公司注册地址邮箱	200122	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp343	公司名称	上海环境集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	首次注册登记地点	绵阳市工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	证券简称	东材科技	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	法人代表	于少波	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	总经理	曹学	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	代码	601208	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	公司注册地址	四川绵阳市经济技术开发区洪恩东路68号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	企业法人营业执照注册号	5107001801528	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	公司注册地址邮箱	621000	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp344	公司名称	四川东材科技集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	证券简称	中国西电	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	法人代表	张雅林	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	总经理	裴振江	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	代码	601179	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	公司注册地址	陕西省西安市高新区唐兴路7号A座	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	企业法人营业执照注册号	610100100067782	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	公司注册地址邮箱	710075	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp345	公司名称	中国西电电气股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	首次注册登记地点	白银市工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	证券简称	白银有色	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	法人代表	廖明	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	总经理	雷思维	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	代码	601212	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	公司注册地址	甘肃省白银市白银区友好路96号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	企业法人营业执照注册号	620400000000010	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	公司注册地址邮箱	730900	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp346	公司名称	白银有色集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	首次注册登记地点	上海市工商局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	证券简称	国泰君安	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	法人代表	杨德红	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	总经理	王松	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	代码	601211	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	公司注册地址	中国（上海）自由贸易试验区商城路618号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	企业法人营业执照注册号	310000000071276	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	公司注册地址邮箱	200120	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp347	公司名称	国泰君安证券股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	证券简称	君正集团	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	法人代表	黄辉	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	总经理	黄辉	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	代码	601216	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	公司注册地址	内蒙古自治区乌海市乌达工业园区	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	企业法人营业执照注册号	150300000004992	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	公司注册地址邮箱	016040	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp348	公司名称	内蒙古君正能源化工集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	首次注册登记地点	--	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	证券简称	吉鑫科技	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	法人代表	包士金	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	总经理	包振华	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	代码	601218	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	公司注册地址	江苏省江阴市云亭街道工业园区那巷路8号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	企业法人营业执照注册号	320281000077927	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	公司注册地址邮箱	214422	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp349	公司名称	江苏吉鑫风能科技股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	首次注册登记地点	宁波市镇海区工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	证券简称	镇海股份	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	法人代表	范其海	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	总经理	范其海	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	代码	603637	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	公司注册地址	浙江省宁波市高新区星海南路36号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	企业法人营业执照注册号	330211000017331	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	公司注册地址邮箱	315042	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp350	公司名称	镇海石化工程股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	首次注册登记地点	烟台市工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	证券简称	艾迪精密	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	法人代表	宋飞	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	总经理	宋飞	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	代码	603638	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	公司注册地址	山东省烟台经济技术开发区秦淮河路189号	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	企业法人营业执照注册号	370600400015041	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	公司注册地址邮箱	264006	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp351	公司名称	烟台艾迪精密机械股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	首次注册登记地点	青岛市工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	证券简称	海 利 尔	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	法人代表	葛尧伦	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	总经理	葛家成	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	代码	603639	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	公司注册地址	山东省青岛市城阳区城东工业园内	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	企业法人营业执照注册号	370214228027509	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	公司注册地址邮箱	266109	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp352	公司名称	海利尔药业集团股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	首次注册登记地点	浦东新区工商局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	证券简称	畅联股份	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	法人代表	徐峰	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	总经理	徐峰	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	代码	603648	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	公司注册地址	中国(上海)自由贸易试验区冰克路500号5-6幢	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	企业法人营业执照注册号	310115000615702	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	公司注册地址邮箱	200131	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp353	公司名称	上海畅联国际物流股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	首次注册登记地点	合肥市工商行政管理局	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	证券简称	泰禾光电	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	法人代表	许大红	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	总经理	许大红	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	代码	603656	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	公司注册地址	安徽省合肥市经济技术开发区桃花工业园拓展区方兴大道与玉兰大道交口	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	企业法人营业执照注册号	340106000025377	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	公司注册地址邮箱	230601	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp354	公司名称	合肥泰禾光电科技股份有限公司	property	2017-10-24 10:52:16	2017-10-24 10:52:16
comp355	行业	医药	property	2017-10-24 10:52:16	2017-10-24 10:52:16
