:ID	:LABEL	create_time	update_time	industry	first_register_addr	security_short_name	legal_entity	manager	code	company_address	register_number	zipcode	company_name
comp306	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	华钰矿业	刘建军	刘鹏举	601020	西藏拉萨经济技术开发区格桑路华钰大厦	--	850000	西藏华钰矿业股份有限公司
comp307	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商局	春秋航空	王煜	王志杰	601021	上海市长宁区定西路1558号（乙）	310227001340394	200050	春秋航空股份有限公司
comp308	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	宁 波 港	毛剑宏	宫黎明	601018	浙江省宁波市江东区宁东路269号宁波环球航运广场第1-4层（除2-2）、第40-46层	330200400022586	315040	宁波舟山港股份有限公司
comp309	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	隆基股份	李振国	李振国	601012	陕西省西安市长安区航天中路388号	610100100030768	710100	隆基绿能科技股份有限公司
comp310	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏无锡市玉祁镇工业园	玉龙股份	王美	王美	601028	江苏省无锡市玉祁工业园	320200000123451	214183	江苏玉龙钢管股份有限公司
comp311	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	一拖股份	赵剡水	吴勇	601038	河南省洛阳市建设路154号	410000400013049	471004	第一拖拉机股份有限公司
comp312	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	赛轮金宇	杜玉岱	延万华	601058	山东青岛经济技术开发区茂山路588号	370211228042403	266500	赛轮金宇集团股份有限公司
comp313	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	克拉玛依市工商行政管理局	西部黄金	张国华	何建璋	601069	新疆自治区乌鲁木齐市经济技术开发区融合南路501号	650200030002573	830000	西部黄金股份有限公司
comp314	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	甘肃省工商行政管理局	国芳集团	张国芳	张国芳	601086	甘肃省兰州市城关区广场南路4-6号	620000000003865	730000	甘肃国芳工贸(集团)股份有限公司
comp315	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	国家工商行政管理总局	中国神华	凌文（代）	凌文	601088	北京市东城区安定门西滨河路22号	100000000039286	100011	中国神华能源股份有限公司
comp316	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	中南传媒	龚曙光	丁双平	601098	湖南省长沙市开福区营盘东路38号	430000000049588	410005	中南出版传媒集团股份有限公司
comp317	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	太 平 洋	李长伟	李长伟	601099	云南省昆明市北京路926号同德广场写字楼31楼	530000000004569	650224	太平洋证券股份有限公司
comp318	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	*ST 一重	马克	马克	601106	黑龙江省齐齐哈尔市富拉尔基区红宝石办事处厂前路9号	100000000041982	161042	中国第一重型机械股份公司
comp319	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	四川省工商局	四川成渝	周黎明	甘勇义	601107	四川省成都市武侯祠大街252号	510000400003856	610041	四川成渝高速公路股份有限公司
comp320	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	昊华能源	耿养谋	张伟	601101	北京市门头沟区新桥南大街2号	110000005219835	102300	北京昊华能源股份有限公司
comp321	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	恒立液压	汪立平	邱永宁	601100	江苏省常州市武进高新区龙潜路99号	320400400015411	213167	江苏恒立液压股份有限公司
comp322	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	中国国航	蔡剑江	宋志勇	601111	北京市顺义区空港工业区天柱路28号蓝天大厦	100000400011521	101312	中国国际航空股份有限公司
comp323	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	华鼎股份	丁尔民	丁晨轩	601113	浙江省义乌市北苑街道雪峰西路751号	330700400001447	322000	义乌华鼎锦纶股份有限公司
comp324	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	中国化学	戴和根	余津勃	601117	北京市东城区东直门内大街2号	100000000041837	100007	中国化学工程股份有限公司
comp325	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	三江购物	陈念慈	王露	601116	浙江省宁波市大榭开发区邻里中心	330200000049514	315812	三江购物俱乐部股份有限公司
comp326	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	海南橡胶	刘大卫	李宝友	601118	海南省海口市滨海大道103号财富广场4楼	460000000173123	570105	海南天然橡胶产业集团股份有限公司
comp327	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	四方股份	张伟峰	张涛	601126	北京市海淀区上地信息产业基地四街9号	110000001696921	100085	北京四方继保自动化股份有限公司
comp328	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	重庆市工商行政管理局沙坪坝区分局	小康股份	张兴海	张兴海	601127	重庆市沙坪坝区金桥路61-1号	500106000013462	400033	重庆小康工业集团股份有限公司
comp329	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	博威合金	谢识才	张明	601137	浙江省宁波市鄞州区云龙镇太平桥	330200400030287	315135	宁波博威合金材料股份有限公司
comp330	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省工商行政管理局	常熟银行	宋建明	庄广强	601128	江苏省常熟市新世纪大道58号	320000000024088	215500	江苏常熟农村商业银行股份有限公司
comp331	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	深圳燃气	李真	王文杰	601139	深圳市福田区梅坳一路268号深燃大厦	440301501128985	518049	深圳市燃气集团股份有限公司
comp332	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	新城控股	王振华	王振华	601155	江苏省武进国家高新技术产业开发区新雅路18号208室	320483000091688	213161	新城控股集团股份有限公司
comp333	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	重庆水务	王世安	郑如彬	601158	中国重庆市渝中区龙家湾1号	5000001805253	400015	重庆水务集团股份有限公司
comp334	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	福建省工商行政管理局	兴业银行	高建平	陶以平	601166	福建省福州市湖东路154号	350000100009440	350003	兴业银行股份有限公司
comp335	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	山东省工商行政管理局	三角轮胎	丁玉华	--	601163	山东省威海市青岛中路56号	3700001806625	264200	三角轮胎股份有限公司
comp336	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	龙江交通	孙熠嵩	李吉胜	601188	黑龙江省哈尔滨市道里区群力第五大道1688号	230000100070407	150070	黑龙江交通发展股份有限公司
comp337	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	北京银行	张东宁	张东宁	601169	北京市西城区金融大街甲17号首层	1506439	100033	北京银行股份有限公司
comp338	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	杭齿前进	冯光	杨水余	601177	浙江省杭州市萧山区萧金路45号	330181000004255	311203	杭州前进齿轮箱集团股份有限公司
comp339	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	国家工商总局	东兴证券	魏庆华	魏庆华	601198	北京市西城区金融大街5号(新盛大厦)12、15层	100000000041652	100033	东兴证券股份有限公司
comp340	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京市海淀区复兴路40号东院	中国铁建	孟凤朝	庄尚标	601186	北京市海淀区复兴路40号东院	1000001004130	100855	中国铁建股份有限公司
comp341	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	青海省工商行政管理局	西部矿业	张永利	李义邦	601168	青海省西宁市五四大街52号	630000400003574	810001	西部矿业股份有限公司
comp342	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	江南水务	龚国贤	华锋	601199	江苏省江阴市滨江扬子江路66号	320000000018971	214432	江苏江南水务股份有限公司
comp343	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	上海环境	颜晓斐	王家樑	601200	中国(上海)自由贸易试验区浦东南路1525号5、6楼	3100001007235	200122	上海环境集团股份有限公司
comp344	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	绵阳市工商行政管理局	东材科技	于少波	曹学	601208	四川绵阳市经济技术开发区洪恩东路68号	5107001801528	621000	四川东材科技集团股份有限公司
comp345	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	中国西电	张雅林	裴振江	601179	陕西省西安市高新区唐兴路7号A座	610100100067782	710075	中国西电电气股份有限公司
comp346	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	白银市工商行政管理局	白银有色	廖明	雷思维	601212	甘肃省白银市白银区友好路96号	620400000000010	730900	白银有色集团股份有限公司
comp347	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商局	国泰君安	杨德红	王松	601211	中国（上海）自由贸易试验区商城路618号	310000000071276	200120	国泰君安证券股份有限公司
comp348	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	君正集团	黄辉	黄辉	601216	内蒙古自治区乌海市乌达工业园区	150300000004992	016040	内蒙古君正能源化工集团股份有限公司
comp349	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	吉鑫科技	包士金	包振华	601218	江苏省江阴市云亭街道工业园区那巷路8号	320281000077927	214422	江苏吉鑫风能科技股份有限公司
comp350	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	宁波市镇海区工商行政管理局	镇海股份	范其海	范其海	603637	浙江省宁波市高新区星海南路36号	330211000017331	315042	镇海石化工程股份有限公司
comp351	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	烟台市工商行政管理局	艾迪精密	宋飞	宋飞	603638	山东省烟台经济技术开发区秦淮河路189号	370600400015041	264006	烟台艾迪精密机械股份有限公司
comp352	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	青岛市工商行政管理局	海 利 尔	葛尧伦	葛家成	603639	山东省青岛市城阳区城东工业园内	370214228027509	266109	海利尔药业集团股份有限公司
comp353	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	浦东新区工商局	畅联股份	徐峰	徐峰	603648	中国(上海)自由贸易试验区冰克路500号5-6幢	310115000615702	200131	上海畅联国际物流股份有限公司
comp354	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	合肥市工商行政管理局	泰禾光电	许大红	许大红	603656	安徽省合肥市经济技术开发区桃花工业园拓展区方兴大道与玉兰大道交口	340106000025377	230601	合肥泰禾光电科技股份有限公司
comp355	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省苏州工商行政管理局	苏州科达	陈冬根	陈卫东	603660	江苏省苏州市高新区金山路131号	320500400020718	215011	苏州科达科技股份有限公司
comp356	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	安图生物	苗拥军	吴学炜	603658	河南省郑州经济技术开发区经北一路87号	410198400000498	450016	郑州安图生物工程股份有限公司
comp357	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	三祥新材	夏鹏	夏鹏	603663	福建省宁德市寿宁县解放街292号	350900400000262	355500	三祥新材股份有限公司
comp358	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	康 隆 达	张间芳	张间芳	603665	浙江省绍兴市杭州湾上虞经济技术开发区纬五东路7号	--	312361	浙江康隆达特种防护科技股份有限公司
comp359	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	新昌县工商行政管理局	五洲新春	张峰	张峰	603667	浙江省新昌县七星街道泰坦大道199号	330624000040168	312500	浙江五洲新春集团股份有限公司
comp360	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	福州市工商局	天马科技	陈庆堂	陈庆堂	603668	福建省福清市上迳镇工业区	350100400010716	350308	福建天马科技集团股份有限公司
comp361	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	灵康药业	陶灵萍	陶灵萍	603669	西藏山南地区泽当镇乃东路68号乃东县商住楼第二幢一层	540000200018477	856000	灵康药业集团股份有限公司
comp362	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	大同市工商行政管理局经济技术开发区分局	卫 信 康	张勇	张勇	603676	西藏拉萨经济技术开发区孵化园区1#厂房二层收缩缝以南201-1室	--	851400	西藏卫信康医药股份有限公司
comp363	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	宁海县工商行政管理局	奇精机械	汪永琪	汪伟东	603677	浙江省宁海县跃龙街道气象北路289号	330226000059813	315600	奇精机械股份有限公司
comp364	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	火炬电子	蔡明通	蔡劲军	603678	福建省泉州市鲤城区江南高新技术电子信息园区紫华路4号	--	362000	福建火炬电子科技股份有限公司
comp365	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	成都市双流工商行政管理局	华体科技	梁熹	梁熹	603679	四川省成都市双流西南航空港经济开发区双华路三段580号	510122000027231	610207	四川华体照明科技股份有限公司
comp366	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	晶华新材	周晓南	周晓南	603683	上海市松江区永丰街道大江路89号	310000000089102	201600	上海晶华胶粘新材料股份有限公司
comp367	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	龙岩市工商行政管理局	龙马环卫	张桂丰	张桂潮	603686	福建省龙岩经济开发区	350800100008357	364028	福建龙马环卫装备股份有限公司
comp368	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省连云港工商行政管理局	石英股份	陈士斌	陈士斌	603688	江苏省东海县平明镇马河电站东侧	320700400002955	222342	江苏太平洋石英股份有限公司
comp369	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	皖天然气	贾化斌	姚礼进	603689	安徽省合肥市包河工业园大连路9号	340000400002674	230051	安徽省天然气开发股份有限公司
comp370	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局闵行分局	至纯科技	蒋渊	蒋渊	603690	上海市闵行区紫海路170号	310112000278119	200241	上海至纯洁净系统科技股份有限公司
comp371	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	泉州市工商行政管理局	安记食品	林肖芳	林肖芳	603696	福建省泉州市清濛科技工业区4-9(A)(美泰路)	350500400029518	362005	安记食品股份有限公司
comp372	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京市工商行政管理局	航天工程	唐国宏	姜从斌	603698	北京经济技术开发区路东区经海四路141号	110302010302318	101111	航天长征化学工程股份有限公司
comp373	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	纽威股份	王保庆	陆斌	603699	江苏省苏州市苏州高新区泰山路666号	320500400014502	215129	苏州纽威阀门股份有限公司
comp374	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	湖州市工商行政管理局	德宏股份	张宁	施旻霞	603701	浙江省湖州市吴兴区南太湖大道1888号	330508000004491	313000	浙江德宏汽车电子电器股份有限公司
comp375	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	绍兴市工商行政管理局	盛洋科技	叶利明	叶利明	603703	浙江省绍兴市越城区人民东路1416-1417号	330600000103160	312000	浙江盛洋科技股份有限公司
comp376	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	南京市工商行政管理局	健友股份	唐咏群	唐咏群	603707	江苏省南京高新开发区MA010-1号地	320191000010753	210061	南京健友生化制药股份有限公司
comp377	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	武汉市工商行政管理局	塞 力 斯	温伟	温伟	603716	湖北省武汉市东西湖区金山大道1310号	420112400001102	430040	武汉塞力斯医疗科技股份有限公司
comp378	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	家 家 悦	王培桓	王培桓	603708	山东省威海市昆明路45号	371000018006965	264200	家家悦集团股份有限公司
comp379	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	松江工商局	海利生物	张海明	刘巨宏	603718	上海市奉贤区金海公路6720号	310226000000028	201403	上海海利生物技术股份有限公司
comp380	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	天域生态	罗卫国	罗卫国	603717	重庆市江北区桥北苑2号2幢7-9、7-10	500105000031449	400023	天域生态园林股份有限公司
comp381	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	中广天择	曾雄	傅冠军	603721	湖南省长沙市天心区芙蓉中路二段188号新世纪体育文化中心网球俱乐部101	430000000085349	410005	中广天择传媒股份有限公司
comp382	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	宁波市工商行政管理局	朗迪集团	高炎康	高文铭	603726	浙江省余姚市姚北工业新区	--	315480	浙江朗迪集团股份有限公司
comp383	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	佛山市工商行政管理局	天安新材	吴启超	吴启超	603725	广东省佛山市禅城区南庄镇吉利工业园新源一路30号	440600400000938	528061	广东天安新材料股份有限公司
comp384	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	博 迈 科	彭文成	彭文成	603727	天津市经济技术开发区第四大街14号	--	300457	博迈科海洋工程股份有限公司
comp385	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	国家工商行政管理局	鸣志电器	常建鸣	常建鸣	603728	上海市闵行区闵北工业区鸣嘉路168号	310000400197854	201107	上海鸣志电器股份有限公司
comp386	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	岱美股份	姜银台	姜明	603730	上海市浦东新区北蔡镇莲溪路1299号	310115400075982	201204	上海岱美汽车内饰件股份有限公司
comp387	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局松江分局	龙韵股份	余亦坤	余亦坤	603729	上海市松江区佘山三角街9号	310227000921990	201602	上海龙韵广告传播股份有限公司
comp388	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	莆田市工商行政管理局	三 棵 树	洪杰	洪杰	603737	福建省莆田市荔城区荔园北大道518号	350300100001580	351100	三棵树涂料股份有限公司
comp389	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	随州市工商行政管理局	泰晶科技	喻信东	喻信东	603738	湖北省随州市曾都经济开发区	421300000000452	441300	湖北泰晶电子科技股份有限公司
comp390	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	温岭市工商行政管理局	大元泵业	韩元富	韩元富	603757	浙江市台州市温岭市泽国镇丹崖工业区	331081100146291	317523	浙江大元泵业股份有限公司
comp391	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	秦安股份	YUANMING TANG	YUANMING TANG	603758	重庆市九龙坡区兰美路701号附3号	500000400023507	400039	重庆秦安机电股份有限公司
comp392	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	温岭市工商行政管理局	中马传动	吴江	刘青林	603767	浙江省台州市温岭市石塘镇上马工业区经一路1号	331081100004880	317513	浙江中马传动股份有限公司
comp393	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	隆鑫通用	高勇	高勇	603766	重庆市九龙坡区九龙园区华龙大道99号	500107000008267	400052	隆鑫通用动力股份有限公司
comp394	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	合肥市工商行政管理局	常青股份	吴应宏	吴应举	603768	安徽省合肥市东油路18号	340100000303306	230022	合肥常青机械股份有限公司
comp395	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京市工商局	乾景园林	回全福	王金满	603778	北京市海淀区门头馨园路1号	--	100093	北京乾景园林股份有限公司
comp396	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局	来 伊 份	郁瑞芬	郁瑞芬	603777	上海市松江区九亭镇久富路300号	310227000842339	201615	上海来伊份股份有限公司
comp397	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	常州市工商行政管理局新北分局	永 安 行	孙继胜	孙继胜	603776	江苏省常州市新北区汉江路400号	320407000144869	213022	常州永安公共自行车系统股份有限公司
comp398	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	山东省工商局	威龙股份	王珍海	孙砚田	603779	山东省龙口市环城北路276号	370000200000790	265701	威龙葡萄酒股份有限公司
comp399	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省无锡工商行政管理局	新日股份	张崇舜	赵学忠	603787	江苏省无锡市锡山区锡山大道501号	3202002114921	214106	江苏新日电动车股份有限公司
comp400	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	林洋能源	陆永华	陆永华	601222	江苏省南通市启东经济开发区林洋路666号	320681400001718	226200	江苏林洋能源股份有限公司
comp401	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	陕西煤业	杨照乾	闵龙	601225	陕西省西安市高新区锦业一路2号	610000100163032	710077	陕西煤业股份有限公司
comp402	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	北京工商局	华电重工	孙青松	马骏彪	601226	北京市丰台区汽车博物馆东路6号院1号楼B座11层	110000011554141	100070	华电重工股份有限公司
comp403	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	广州市工商局	广 州 港	陈洪先	李益波	601228	广东省广州市南沙区龙穴大道南9号603房（仅限办公用途）	440101000142393	510100	广州港股份有限公司
comp404	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	上海市工商行政管理局	上海银行	金煜	胡友联	601229	上海市自由贸易试验区银城中路168号	310000400138557	200120	上海银行股份有限公司
comp405	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	桐昆股份	陈士良	许金祥	601233	浙江省桐乡市洲泉镇德胜路1号12幢	330000000014744	314513	桐昆集团股份有限公司
comp406	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	环旭电子	张洪本	魏镇炎	601231	上海市张江高科技园区集成电路产业区张东路1558号	310115400112763	201203	环旭电子股份有限公司
comp407	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	广汽集团	曾庆洪	冯兴亚	601238	广东省广州市越秀区东风中路448-458号成悦大厦23楼	440101000009080	510030	广州汽车集团股份有限公司
comp408	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	庞大集团	庞庆华	庞庆华	601258	河北省唐山市滦县火车站东一公里处	130200000020075	063000	庞大汽贸集团股份有限公司
comp409	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	农业银行	周慕冰	赵欢	601288	北京市东城区建国门内大街69号	100000000005472	100005	中国农业银行股份有限公司
comp410	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	江南嘉捷	金志峰	金志峰	601313	江苏省苏州工业园区葑亭大道718号	320000000063348	215122	江南嘉捷电梯股份有限公司
comp411	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	骆驼股份	刘国本	刘长来	601311	湖北省谷城县石花镇武当路83号	420000000010087	441705	骆驼集团股份有限公司
comp412	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	深圳市工商行政管理局	中国平安	马明哲	任汇川	601318	深圳市福田中心区福华三路星河发展中心办公15、16、17、18层	100000000012314	518048	中国平安保险(集团)股份有限公司
comp413	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	河北省工商局	秦港股份	曹子玉	杨文胜	601326	河北省秦皇岛市海滨路35号	130000000019419	066002	秦皇岛港股份有限公司
comp414	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	交通银行	牛锡明	彭纯	601328	上海市自由贸易试验区银城中路188号	100000000005954	200120	交通银行股份有限公司
comp415	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	新华保险	万峰	--	601336	北京市延庆县湖南东路1号	110000009900854	102100	新华人寿保险股份有限公司
comp416	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	广东省深圳市和平路	广深铁路	武勇	胡酃酃	601333	深圳市罗湖区和平路1052号	4403011022106	518010	广深铁路股份有限公司
comp417	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	百隆东方	杨卫新	杨卫新	601339	浙江宁波市镇海区骆驼街道南二东路1号	330200400002485	315206	百隆东方股份有限公司
comp418	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	青岛市工商局	利群股份	徐恭藻	徐瑞泽	601366	山东省青岛市经济技术开发区香江路78号	26463199-X-1	266555	青岛利群百货集团股份有限公司
comp419	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	广西自治区工商局	绿城水务	黄东海	徐斌元	601368	广西南宁市江南区体育路4号	450000000006005	530031	广西绿城水务股份有限公司
comp420	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	陕鼓动力	李宏安	陈党民	601369	陕西省西安市高新区沣惠南路8号	6101001401272	710075	西安陕鼓动力股份有限公司
comp421	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	河南省工商局	中原证券	菅明军	菅明军	601375	河南省郑州市郑东新区商务外环路10号	4100001006697	450018	中原证券股份有限公司
comp422	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	兴业证券	兰荣	刘志辉	601377	福建省福州市湖东路268号	350000100007510	350003	兴业证券股份有限公司
comp423	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	怡球资源	黄崇胜	刘凯珉	601388	江苏省太仓市浮桥镇沪浮璜公路88号	320585400002563	215434	怡球金属资源再生(中国)股份有限公司
comp424	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	中华人民共和国国家工商行政管理局	中国中铁	李长进	张宗言	601390	北京市丰台区南四环西路128号院1号楼918	100000000041175	100070	中国中铁股份有限公司
comp425	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	中华人民共和国国家工商行政管理总局	工商银行	易会满	谷澍	601398	北京市西城区复兴门内大街55号	100000000003965	100140	中国工商银行股份有限公司
comp426	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	东风股份	黄晓佳	王培玉	601515	广东省汕头市潮汕路金园工业城北郊工业区(二围工业区)、4A2-2片区、2M4片区、13-02片区A-F座	440500400005944	515064	汕头东风印刷股份有限公司
comp427	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	江苏省无锡工商行政管理局	通用股份	顾萃	王晓军	601500	江苏省无锡市锡山区东港镇港下	3202002115126	214199	江苏通用科技股份有限公司
comp428	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	吉林高速	毕忠德	冯秀明	601518	吉林省长春市经济技术开发区浦东路4488号	220000000149648	130033	吉林高速公路股份有限公司
comp429	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	*ST 智慧	张志宏	徐可	601519	上海市自由贸易试验区郭守敬路498号浦东软件园14幢22301-130座	310115000594375	201203	上海大智慧股份有限公司
comp430	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	东吴证券	范力	范力	601555	江苏省苏州工业园区星阳街5号	320500000004432	215021	东吴证券股份有限公司
comp431	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	*ST 锐电	马忠	马忠	601558	北京市海淀区中关村大街59号文化大厦19层	110000009320573	100872	华锐风电科技(集团)股份有限公司
comp432	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	九 牧 王	林聪颖	陈加芽	601566	福建泉州市经济技术开发区清蒙园区	350500400011399	362005	九牧王股份有限公司
comp433	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	三星医疗	郑坚江	--	601567	浙江省宁波市鄞州工业园区（宁波市鄞州区姜山镇）	330212000019124	315191	宁波三星医疗电气股份有限公司
comp434	Company	2017-10-23 19:47:36	2017-10-23 19:47:36	医药	--	会 稽 山	金建顺	傅祖康	601579	浙江省绍兴市柯桥区湖塘街道杨绍路2579号	330621000000120	312032	会稽山绍兴酒股份有限公司
