company_id	title	person_id	type	create_time	update_time	
comp2146	独立董事	pers595	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1072	独立董事	pers733	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2397	监事	pers285	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2996	总经理	pers90	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1069	副总经理,总工程师,职工董事	pers686	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2111	总裁,董事长	pers600	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2960	独立董事	pers238	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3363	独立董事	pers94	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2179	董事,董秘	pers272	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1889	财务负责人	pers405	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1535	董事长	pers543	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2629	副总经理	pers187	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1756	总工程师	pers467	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2947	董事	pers347	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3363	监事会主席	pers95	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp68	副总经理	pers893	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp988	高级副总裁	pers683	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1307	副总经理	pers664	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2711	监事	pers304	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1297	职工监事	pers751	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3252	财务总监	pers48	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2629	监事	pers181	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2671	总经理	pers202	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1041	董事长	pers702	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2730	董事,董秘	pers356	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2387	独立监事	pers375	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2971	董事长	pers98	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1138	独立董事	pers782	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2960	董事长	pers234	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp379	董事长	pers895	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1069	独立董事	pers687	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2943	总工程师	pers330	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2671	副总经理,董事	pers198	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1895	总裁,董事	pers407	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp47	董秘(代),总经理(代),董事长	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3260	副总裁,董事	pers60	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp67	副总经理,董事	pers874	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	独立董事	pers52	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp634	董事长	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp586	董事长	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1385	总经理,董事长	pers585	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2879	独立董事	pers207	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2879	董秘,副总经理,董事	pers205	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1207	独立董事	pers761	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1519	副董事长	pers536	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1248	董事	pers739	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3266	董秘	pers123	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2879	独立董事	pers208	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp67	副总经理	pers878	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1592	监事	pers451	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2111	独立董事	pers602	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3266	职工监事	pers120	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1384	总经理,董事长	pers576	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2732	独立董事	pers368	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2387	职工监事	pers378	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1207	独立董事	pers757	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1168	独立董事	pers908	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1139	董事	pers788	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1736	副总经理	pers481	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2717	副总经理,董事	pers340	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1736	监事	pers479	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2715	职工监事	pers338	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2102	独立董事	pers610	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp379	监事	pers900	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1792	总经理,董事长	pers468	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	董秘,副总裁,董事	pers51	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2730	独立董事	pers360	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2732	总裁	pers369	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3237	监事	pers4	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2707	独立董事	pers292	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2711	独立董事	pers305	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3302	职工监事	pers75	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1082	监事	pers775	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1583	总经理,董事长	pers482	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1502	监事会主席	pers768	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3204	独立董事	pers16	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1502	总经理,董事	pers763	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2195	独立董事	pers310	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2663	副总经理	pers195	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2991	独立董事	pers109	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1439	董事长	pers554	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2111	独立董事	pers603	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp634	董事,董秘	pers795	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1248	董事	pers740	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1349	副总经理	pers672	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp379	副总裁	pers903	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2671	独立董事	pers199	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1384	董事	pers578	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2991	副总经理	pers112	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2050	副总经理	pers431	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2753	独立董事	pers222	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1853	财务总监	pers396	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1082	董事长	pers770	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2684	独立董事	pers216	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	独立董事	pers809	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3008	总经理(代),董事长	pers125	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2397	副总经理,董秘	pers287	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	首席执行官,总裁,执行董事	pers628	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1895	董事长	pers406	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp141	副总经理,董秘	pers853	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1069	总会计师,董事	pers685	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3254	独立董事	pers9	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3204	副总经理	pers21	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2202	总经理,董事长	pers256	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp569	总经理,副董事长	pers817	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2091	董事	pers440	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1853	副总经理	pers395	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1297	独立董事	pers749	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	副总经理	pers812	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3254	监事	pers10	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1765	独立董事	pers503	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2671	监事	pers201	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2991	副总经理	pers113	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	独立董事	pers53	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2732	监事	pers367	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2083	总裁,董事长	pers455	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3266	总经理	pers122	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3267	董事	pers25	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2062	副总经理,董秘	pers438	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1072	职工监事	pers735	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2943	董事长	pers322	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1537	副总经理	pers575	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3266	监事会主席	pers119	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2707	董秘,副总裁,董事	pers288	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp68	董事	pers890	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3237	独立董事	pers5	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2996	监事	pers89	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1307	监事	pers662	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2663	独立董事	pers192	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1389	董事	pers622	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2050	副总经理,董事	pers424	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2182	监事	pers386	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2029	董事	pers416	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3380	副总经理	pers39	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2707	董事	pers290	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1207	副总经理,董事	pers756	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2387	副总经理	pers379	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3008	董事	pers126	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1736	董事	pers476	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	副总裁	pers635	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1895	独立董事	pers408	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2828	监事	pers167	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2742	总经理,董事	pers132	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3204	监事	pers15	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2960	监事	pers237	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp44	独立董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1583	副总经理	pers487	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1441	董事	pers549	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2748	副总经理	pers144	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	副总裁	pers57	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	董事	pers50	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2091	监事	pers444	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2050	副总经理,财务总监	pers430	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1041	副总经理,董事	pers701	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp616	副总经理	pers843	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1307	董事	pers659	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1502	董事长	pers762	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2133	总经理,董事长	pers613	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1502	独立董事	pers765	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	副总经理	pers528	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1297	董事	pers748	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1853	监事	pers394	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2748	独立董事	pers141	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2608	董事	pers171	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1385	监事会主席	pers587	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2952	副总经理,董秘	pers233	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3380	独立董事	pers35	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp379	副总裁,董秘	pers902	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2717	总经理,董事长	pers339	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2971	独立董事	pers100	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1082	副总经理	pers776	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3252	副总经理,董事	pers41	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2943	监事	pers327	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1756	副总经理	pers465	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1736	财务总监	pers480	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2971	独立董事	pers101	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2397	董事长	pers280	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2828	总经理,董事长	pers163	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3380	董事	pers31	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2943	监事会主席	pers325	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	财务负责人	pers58	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	副总裁	pers56	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1753	监事会副主席	pers496	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3363	总经理,董事长	pers93	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1548	副总裁,董事	pers561	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1036	副总经理,董事	pers718	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2684	独立董事	pers215	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2850	董事	pers250	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3266	董事	pers116	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1792	监事	pers472	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1895	独立董事	pers410	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2091	总经理	pers443	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1753	独立董事	pers494	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2753	董事,董秘	pers218	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2971	副总裁	pers103	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1072	董事长	pers729	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2947	职工监事	pers352	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp67	董秘	pers879	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp988	董事	pers677	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2996	独立董事	pers86	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1248	董秘,副总经理,董事	pers738	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	独立董事	pers526	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp44	董事长	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3237	独立董事	pers3	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	监事	pers810	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3380	董事	pers32	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2671	独立董事	pers200	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1765	总经理,董事长	pers500	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	非执行董事	pers630	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp616	独立董事	pers839	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3237	董秘	pers6	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2711	职工监事	pers306	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp47	独立董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1168	董事长	pers904	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp141	财务负责人	pers854	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3267	监事	pers28	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1036	副总经理	pers725	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3260	董事长	pers61	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1297	董秘	pers753	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp988	独立董事	pers676	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp361	财务总监	pers888	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2707	独立董事	pers293	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3024	董事	pers77	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1756	职工监事,副总经理	pers463	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp379	独立董事	pers899	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1082	董秘	pers777	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2029	监事会主席	pers420	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp379	董事	pers896	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp361	副总经理,董事	pers883	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2202	职工监事	pers260	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2809	董事	pers146	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1307	独立董事	pers661	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3204	副董事长	pers17	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp141	副总经理	pers852	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1736	董事长	pers474	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2732	副总裁	pers371	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	董事	pers804	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1583	监事	pers486	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1207	监事	pers760	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1069	职工监事	pers690	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1278	董事	pers652	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2996	副总经理,董事	pers85	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1537	常务副总经理	pers573	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp472	独立董事	pers867	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1439	独立董事	pers557	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2943	总经理,董事	pers321	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2179	独立董事	pers274	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1889	独立董事	pers399	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1583	副总经理	pers488	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2387	副总经理	pers381	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1765	副总经理,董事	pers502	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2947	董秘	pers354	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp586	董事	pers858	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1506	董事	pers516	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2062	独立董事	pers435	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1389	独立董事	pers625	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1889	独立董事	pers401	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2947	独立董事	pers350	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1502	财务总监	pers766	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3237	董事,常务副总经理	pers1	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2146	副总经理	pers596	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1389	董事,董秘	pers620	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3024	监事	pers81	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1199	副总裁	pers636	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2711	董事长	pers300	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2091	董事长	pers439	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1278	董事长	pers651	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2091	独立董事	pers441	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2991	监事	pers110	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3204	董事长	pers14	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2730	副总经理	pers361	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2715	董事	pers334	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp988	独立董事	pers678	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2776	董事	pers240	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3008	总经理,董事	pers124	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2828	总工程师	pers169	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1297	副总经理	pers754	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2146	副总经理,董事	pers592	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2707	监事	pers294	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2397	董事	pers281	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1270	独立董事	pers645	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1248	独立董事	pers741	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2029	独立董事	pers419	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2809	独立董事	pers148	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2179	监事	pers275	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1239	财务总监	pers715	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1270	总裁,董事长	pers643	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp67	总工程师	pers880	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3008	职工监事	pers129	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3024	独立董事	pers80	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2753	独立董事	pers220	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2717	独立董事	2017-10-24 10:52:12	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp472	副总裁	pers871	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2707	董事长	pers289	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3380	副总经理	pers38	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2062	董事长	pers433	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2711	董事	pers302	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1765	董事	pers501	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2206	独立董事	pers265	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1082	董事	pers771	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2091	独立董事	pers442	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2629	副总经理	pers184	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2996	董事,财务总监	pers88	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1753	副总经理	pers497	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3260	职工监事	pers66	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp988	监事	pers680	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2715	总经理,董事长	pers331	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1700	独立董事	pers510	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2387	董事长	pers372	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1509	董事	pers524	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1889	副总经理	pers404	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2828	董事	pers164	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2182	独立董事	pers384	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp3341	职工监事	pers55	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1009	董事	pers805	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp988	总裁,董事	pers675	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2960	独立董事	pers236	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp1138	副总裁	pers786	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2608	董事	pers172	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2179	独立董事	pers277	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2684	副总裁,董事	pers213	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
comp2947	副总裁,财务负责人	pers353	relation	2017-10-24 10:52:16	2017-10-24 10:52:16
