:START_ID	:END_ID	:TYPE	create_time	update_time	title	
comp2991	pers110	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2195	pers313	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务负责人
comp2608	pers172	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1036	pers723	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1278	pers651	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1082	pers769	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp2629	pers182	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,财务总监
comp3266	pers120	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1765	pers504	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2996	pers91	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp3267	pers28	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp586	pers861	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp2711	pers303	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1506	pers514	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘,副总经理,董事
comp2029	pers418	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1455	pers315	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事
comp2206	pers268	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp67	pers877	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp1439	pers558	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1082	pers771	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1072	pers731	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1072	pers734	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp2387	pers380	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp2062	pers436	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp3252	pers46	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1583	pers482	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp1519	pers541	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp3254	pers12	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp3267	pers26	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2996	pers86	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp3341	pers49	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2062	pers437	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2879	pers208	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1207	pers756	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp1009	pers804	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp3341	pers55	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1138	pers782	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2050	pers430	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,财务总监
comp1509	pers522	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1756	pers460	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp1853	pers392	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2991	pers111	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	常务副总经理
comp2050	pers426	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2809	pers149	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1307	pers661	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1583	pers488	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp361	pers888	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp1895	pers413	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp68	pers892	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1389	pers623	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2707	pers289	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1548	pers567	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2663	pers193	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp1548	pers562	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	高级副总裁,董事
comp2732	pers366	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp616	pers844	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp1765	pers502	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp2996	pers89	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp47	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers553	监事
comp1009	pers803	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘,副总经理,董事
comp2663	pers192	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1349	pers673	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务负责人
comp2711	pers304	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp472	pers867	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2182	pers383	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2753	pers223	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2091	pers443	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理
comp141	pers845	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp3363	pers97	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp1041	pers704	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1537	pers573	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	常务副总经理
comp2960	pers234	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1389	pers626	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp2707	pers292	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1792	pers468	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp379	pers897	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2715	pers335	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1082	pers776	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2732	pers365	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2809	pers147	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2195	pers310	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2776	pers244	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1248	pers741	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2029	pers416	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2952	pers232	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2879	pers205	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘,副总经理,董事
comp361	pers882	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2952	pers231	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp2711	pers299	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监,副总裁,董事,董秘
comp2102	pers608	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1168	pers907	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1756	pers461	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp3267	pers24	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总裁,董事长
comp3341	pers58	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务负责人
comp1895	pers412	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp2608	pers173	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2943	pers323	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1082	pers773	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工董事
comp569	pers819	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1009	pers807	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp44	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers554	董事长
comp1384	pers578	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2050	pers428	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp2707	pers298	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp1583	pers483	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监,董事,董秘
comp1592	pers449	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2062	pers435	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp3260	pers65	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp141	pers851	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理
comp2202	pers256	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp1041	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers108	独立董事
comp67	pers873	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事
comp3266	pers121	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,财务总监
comp1895	pers411	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp1069	pers688	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp2850	pers248	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务负责人,副总经理,董事
comp2732	pers367	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1199	pers638	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp1307	pers663	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	常务副总经理,财务负责人
comp2195	pers308	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp2050	pers423	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp1237	pers699	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp1439	pers560	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp3254	pers13	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp1199	pers629	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	联席董事长
comp3341	pers51	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘,副总裁,董事
comp569	pers818	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2828	pers165	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2050	pers431	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1349	pers668	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2663	pers194	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp472	pers868	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp3363	pers93	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp2133	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers292	独立董事
comp1036	pers724	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1207	pers759	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董秘
comp1700	pers512	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1753	pers497	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1535	pers543	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp3254	pers7	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp141	pers849	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp3024	pers76	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2809	pers152	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董秘
comp68	pers893	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2715	pers332	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事,董秘
comp3008	pers129	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1138	pers781	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1853	pers388	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理(代),董事长
comp2629	pers187	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1349	pers671	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp3237	pers0	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2083	pers455	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总裁,董事长
comp1753	pers490	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理
comp361	pers887	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1041	pers708	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp1041	pers703	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2753	pers220	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2717	pers343	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp3260	pers61	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1349	pers666	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2991	pers106	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事,总工程师,副总经理
comp2608	pers170	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1069	pers686	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,总工程师,职工董事
comp1441	pers550	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1756	pers463	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事,副总经理
comp1168	pers909	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,财务总监
comp47	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers550	独立董事
comp1199	pers636	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp586	pers855	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事
comp2608	pers176	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp3008	pers128	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp3204	pers16	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2397	pers282	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事
comp1307	pers658	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2947	pers346	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事,常务副总裁
comp2952	pers226	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1895	pers406	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2816	pers155	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2091	pers442	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2850	pers250	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp3302	pers70	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1072	pers732	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp3363	pers96	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1441	pers549	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp3341	pers56	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp1736	pers481	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp3204	pers15	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2991	pers109	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1592	pers448	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1069	pers685	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总会计师,董事
comp988	pers674	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp3260	pers59	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副董事长
comp1199	pers640	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	高级副总裁,副总裁
comp1041	pers707	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp569	pers821	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1895	pers409	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2730	pers358	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2776	pers242	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp1385	pers584	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2387	pers373	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	非执行董事
comp1853	pers391	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1009	pers809	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1278	pers656	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp2715	pers336	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2179	pers278	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp3237	pers2	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2671	pers198	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp616	pers843	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp3380	pers35	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1506	pers515	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp68	pers891	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2062	pers438	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董秘
comp3341	pers53	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2971	pers99	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁,董事
comp1072	pers729	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2629	pers183	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2809	pers148	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2111	pers604	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2730	pers359	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp3252	pers41	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp1248	pers744	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1389	pers625	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2663	pers196	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监,副总经理,董秘
comp3266	pers116	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2828	pers163	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp1753	pers492	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1455	pers319	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp2742	pers135	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2029	pers422	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1278	pers654	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2629	pers185	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1270	pers644	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1792	pers469	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1248	pers745	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2850	pers251	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1072	pers736	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp3024	pers83	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2971	pers101	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2816	pers161	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp141	pers852	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2850	pers254	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董秘
comp1138	pers784	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp1278	pers652	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2947	pers352	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp3008	pers127	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1389	pers624	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2133	pers617	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1535	pers547	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务负责人
comp988	pers683	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	高级副总裁
comp586	pers860	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事会主席
comp2952	pers228	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事
comp1583	pers487	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp586	pers859	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1237	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers127	独立董事
comp2730	pers356	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事,董秘
comp988	pers679	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1509	pers529	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1307	pers660	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1389	pers619	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1889	pers402	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1069	pers687	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2202	pers257	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp1439	pers556	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1389	pers622	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp1041	pers702	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2663	pers190	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事
comp2952	pers230	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp2671	pers199	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp3252	pers43	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1455	pers318	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2133	pers614	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2960	pers239	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	财务总监
comp1765	pers500	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总经理,董事长
comp2991	pers113	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp2732	pers368	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1199	pers639	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总裁
comp472	pers865	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp2179	pers271	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp2050	pers424	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董事
comp2996	pers87	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2717	2017-10-23 19:47:36	isManagedBy	2017-10-23 19:47:36	pers141	独立董事
comp67	pers876	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp2083	pers459	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	职工监事
comp379	pers895	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1239	pers714	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp1297	pers749	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	独立董事
comp1592	pers447	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事
comp3341	pers54	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp2952	pers233	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理,董秘
comp1853	pers394	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	监事
comp3204	pers14	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1270	pers643	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总裁,董事长
comp1349	pers665	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	董事长
comp1036	pers722	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	副总经理
comp1756	pers467	isManagedBy	2017-10-23 19:47:36	2017-10-23 19:47:36	总工程师
